Number words female,Total words,Number of words lead,Difference in words lead and co-lead,Number of male actors,Year,Number of female actors,Number words male,Gross,Mean Age Male,Mean Age Female,Age Lead,Age Co-Lead,Lead
-0.3813487909349568,-0.6765908753632554,-0.6232790522257136,-0.8736677366277354,-1.4789058061969782,-0.4674623991457463,0.715097732385699,-0.5652038875626116,0.20338270839584155,1.1705910579350034,0.7152720171502781,0.5931542128399728,2.4511425939213516,Female
-0.37578338866909866,-0.3264353974853625,-0.700800613743699,-0.5229232371717967,0.3161679468855689,0.10937065633221171,0.2360606311937317,0.1973368761841936,-0.48882533342247536,-0.41323722141988856,-0.7367744600476046,1.5703538330419788,-0.1234164084465863,Male
-1.0107030304990883,-1.0020916506914894,-1.0625679008276308,-0.6958931273144514,-0.19671026828087312,-3.063211148796557,-1.2010506723821701,-0.43406443951709583,1.7460177730195192,0.018715945676900138,0.11956064188960834,0.5931542128399728,0.12573446275031092,Male
-0.584949757160936,-0.1686746520039145,-0.22426114467210037,0.03922890579183118,1.085485269635232,0.2055094989118714,-0.7220135711902028,0.22836540630210583,-0.6074895691627582,-0.9127386204083563,-1.6117255424617123,-0.4654787090455337,-1.0369696028352096,Male
-0.4717865777551526,-0.48669096405814494,-0.09170263038809938,0.24983576277108208,0.05972883930234787,-1.1404342972033639,0.2360606311937317,-0.5930124758758348,-0.4690479607990949,0.3706777855335428,1.0131277047806126,-0.22117880399503217,0.2918350435482424,Male
-0.39062446137805384,-0.7531965582854097,-0.8783283455316395,-0.613011721621096,0.8290461620520109,-0.27518471398642697,0.2360606311937317,-0.4896816161435423,1.4229873535043047,0.4550322760776965,0.06371270045892058,1.3260539279914774,0.4579356243461739,Male
-0.38691419320081505,-0.8339113582991737,-0.9790056981523998,-0.8960897594240055,-0.45314937586409415,-1.9095450378406413,-0.24297646999823555,-0.5652038875626116,1.0406248161189489,0.5946535018059518,-1.2766378938775857,1.8146537380924803,-0.870869022037278,Male
-0.9207290272010474,-0.7200301131888448,-0.47528334387319593,-0.02123047710525415,0.3161679468855689,-1.1404342972033639,-0.7220135711902028,-0.4405043231264738,-0.38334601276444613,0.08270900746901698,-0.5506146552786448,0.7560208162069738,-0.3725672796434835,Male
-0.6851269979463835,-0.3160158505744947,-0.022235257079774796,0.38076436017073045,1.3419243772184528,0.10937065633221171,-0.7220135711902028,-0.1785181490176866,-0.1460175412838803,0.6479810532993813,-0.8298543624320837,-0.4654787090455337,-0.7047684412393465,Male
0.1320595680904621,-0.202281359646009,-0.8404065427111531,-0.6630608796484845,0.3161679468855689,-2.582516935898259,1.1941348335776663,0.2462214472190176,2.99199224829249,-2.029062031670839,-1.5558776010310245,-1.52411163093104,-0.7878187316383123,Male
-0.7305777831175589,0.24957476624922664,0.2730849772744553,0.6558345326892577,1.085485269635232,0.2055094989118714,-1.2010506723821701,0.7207237804372791,-0.4163083004700803,1.0497152745498939,0.3429524076123594,1.2446206263079769,0.2918350435482424,Male
0.7730083957084648,0.2921334789837568,1.1922692067019964,0.5673476212968348,-0.7095884834473152,-2.1979615655796203,-0.24297646999823555,-0.9451570205159142,0.26930728380710983,-0.09647156554891,0.3801843685661515,0.26742100610597086,-0.3725672796434835,Male
-0.5534124776544062,-0.15840185927488998,-0.20949513295438887,0.15814570526490632,-0.45314937586409415,-0.27518471398642697,-0.24297646999823555,0.21607108304783873,-0.7261538049030412,1.0554035467091931,0.06371270045892058,1.8960870397759808,-0.2895169892445178,Male
-0.36650771822600164,-0.8337646041173304,-0.6075062669817944,-0.48808902318473424,-0.7095884834473152,-0.27518471398642697,0.2360606311937317,-0.9018341671437349,-0.06031559324923156,-0.0708743408320638,0.3988003490430472,-0.3840454073620332,-0.2895169892445178,Male
-1.0825894764330901,-1.309541661653009,-1.0632390831784357,-0.8076028480315826,-0.9660275910305361,-0.08290702882710761,-1.2010506723821701,-1.0013596411068495,1.5812063344913487,0.7226396253901854,-0.7740064210013958,-0.7912119157795356,1.7867402707296258,Female
0.0383752966151824,0.1063426847702562,0.29858990660504786,0.6998777917533596,0.05972883930234787,-0.9481566120440446,1.1941348335776663,-0.0725527914451939,-0.02735330554359742,-0.0452771161152167,2.375817475689394,0.02312110105546934,4.112148401900667,Male
-0.6967215860002548,-0.9548368041379766,-1.137404732942396,-0.9309239734110679,0.8290461620520109,-1.5249896675220025,-0.24297646999823555,-0.4727037411733639,-0.08009296587261204,-0.44751921880852386,0.08232868093581544,-0.7097786140960352,-1.0369696028352096,Male
0.370444298478055,0.036340940031046265,-0.05143168933979527,-0.22422986206434198,-0.19671026828087312,-0.4674623991457463,0.715097732385699,-0.11646108878186215,0.13086567544344643,-1.288570888076344,-0.21552700669451824,-0.7097786140960352,-0.538667860441415,Male
-0.690228616690087,-1.039954229607037,-0.5007882732037885,-0.30230654858706807,-0.9660275910305361,-0.7558789268847252,-1.2010506723821701,-1.2018741989443011,-0.7063764322796606,1.6185424904798211,-0.8857023038627714,1.1631873246244764,-0.6217181508403807,Male
-0.2807077666273544,0.052337145851955875,0.02374073395037239,0.16214963790709738,0.3161679468855689,0.013231813752552054,-0.24297646999823555,0.26085754633124036,-0.7129688898207875,-0.7217751979175937,0.3801843685661515,0.10455440273896983,-0.538667860441415,Male
0.16035036294190794,-0.5371744026122083,-0.5826725200020069,-0.8023977355967342,-0.45314937586409415,-0.7558789268847252,-0.7220135711902028,-0.6644366395434819,0.8955907502141586,-0.10927017790733355,-0.49476671384795706,0.7560208162069738,-0.1234164084465863,Male
-0.5316146521131282,-0.585016265893094,-0.3339994590287291,-0.19580194030478532,-0.7095884834473152,-0.7558789268847252,-0.7220135711902028,-0.5400297970895885,1.5152817590800804,1.2345841197271201,-0.5506146552786448,0.7560208162069738,-0.1234164084465863,Male
-1.0825894764330901,-1.1958071707245232,-0.9974632127995391,-0.8736677366277354,-0.9660275910305361,-1.0442954546237042,-1.2010506723821701,-0.8318736133873101,2.8931053851755872,1.3625702433113538,0.007864759028232813,-0.22117880399503217,0.20878475314927666,Female
-0.3382169233745558,-0.06051681998547063,0.7670751874669857,1.1811504953447276,-0.19671026828087312,0.013231813752552054,-0.7220135711902028,-0.5763273228879009,-0.310828979812051,-1.6359617949478351,-0.4389187724172693,-1.0355118208300371,0.37488533394720813,Male
-0.8418858284347229,-1.1538354747173658,-0.9749786040475693,-0.6522502615145686,-0.9660275910305361,-0.3713235565660866,-0.7220135711902028,-0.9196902080606466,0.08471847265555865,1.0639359549481406,-0.21552700669451824,-0.3840454073620332,-0.1234164084465863,Male
0.07315906077679615,0.1753171502365637,-0.18902407125483428,-0.03444345482448472,2.111241699968116,-0.5636012417254059,0.715097732385699,0.46839743174255893,-0.7129688898207875,0.10404002806638805,0.7897359390578615,0.34885430778947135,0.37488533394720813,Male
-0.074787882790601,-0.33597441930517097,0.11166562190583634,0.3507348653542973,-0.7095884834473152,0.301648341491531,0.2360606311937317,-0.7203465381521728,-0.10646279603711935,0.8762229736912662,0.417416329519942,-0.5469120107290342,0.12573446275031092,Male
-0.8952209334825306,-0.9014182819470491,-0.6554958050643568,-0.3099140206072311,-0.45314937586409415,-1.0442954546237042,-1.2010506723821701,-0.6612166977387929,-0.08009296587261204,1.0852669755455144,0.007864759028232813,0.5117209111564723,0.042684172351345175,Male
0.3862129382313199,0.04265136985030419,-0.47427657034698834,-0.30230654858706807,1.3419243772184528,0.59006486923051,2.631246137153568,0.25500310668635123,-0.54156499375149,0.08270900746901698,-0.3048837129836183,-0.8726452174630361,-0.2895169892445178,Male
0.5457544698525882,-0.27345713783996456,-0.08935349216028163,-0.1361433439361382,0.05972883930234787,-0.6597400843050656,1.1941348335776663,-0.8119685185946872,-0.5547499088337436,0.23629235577009777,0.4546482904737349,-0.05831220062803116,-0.04036611804762057,Male
-0.7611874955797789,0.2699735975254325,0.0955572454865147,-0.7847804319710934,0.8290461620520109,-0.7558789268847252,-0.7220135711902028,0.9355817154047091,0.9483304105431731,-0.0452771161152167,-0.271374948125206,-0.7912119157795356,0.12573446275031092,Female
0.23641086057530333,0.4074822659125178,-0.274264229807078,-0.33073447034662473,2.111241699968116,-0.9481566120440446,0.2360606311937317,0.9027968533933302,-0.5217876211281095,0.7409233573307906,0.5384202026197665,-0.3840454073620332,-0.20646669884555205,Male
0.062028256245079745,-0.6403425924479831,-0.2762777768594932,-0.5033039672250603,-0.9660275910305361,0.9746202395491487,0.2360606311937317,-1.0754183026146966,-0.25149686194190957,-0.13060119850470553,1.8322308457640333,0.18598770442247034,0.4579356243461739,Male
-0.6076751497465236,-0.7809330986537758,-0.8565149191304748,-0.7371336335290195,0.8290461620520109,-0.4674623991457463,-0.7220135711902028,-0.4270391119432289,0.262714826265983,0.23629235577009777,-0.7740064210013958,0.18598770442247034,-0.538667860441415,Male
-0.5473832918663931,-0.5368808942485219,-0.41454134112533725,-0.08088907347390127,0.5726070544687899,-1.4288508249423428,-0.24297646999823555,-0.3638111637784266,-0.5745272814571241,0.6373155430006966,-0.9973981867241469,-0.05831220062803116,-0.7047684412393465,Male
-0.2890558700261417,-0.5486212287959785,-0.41823284405476513,-0.41321548277576103,-0.19671026828087312,-0.08290702882710761,-0.24297646999823555,-0.5470551246634554,-0.5481574512926168,-0.20983070358065897,0.11956064188960834,-0.30261210567853264,-0.3725672796434835,Male
-0.42772714315044186,-0.7821071321085215,-0.5773030611955663,-0.6202188003770399,0.05972883930234787,-0.3713235565660866,-1.2010506723821701,-0.7865017061394196,0.17701287823133424,0.2586899273973383,-1.1090940695855225,0.26742100610597086,-0.7878187316383123,Male
0.4080107637725978,0.26322290516064495,0.8972845635231689,0.7651418938210742,-0.45314937586409415,0.301648341491531,-0.24297646999823555,-0.5151484285988098,1.5746138769502218,1.388167468028201,0.04509671998202492,0.18598770442247034,-0.1234164084465863,Male
-0.7602599285354693,-0.5318912520658529,-0.7826848605419172,-0.9349279060532589,0.3161679468855689,0.7823425543898294,-0.24297646999823555,0.10161678799025682,-0.25149686194190957,1.0810007714260395,1.124823587641988,1.0003207212574754,0.9562373667399683,Female
-0.7491291240037529,-0.7821071321085215,-0.02491998648299507,0.3787623938496349,-0.9660275910305361,0.013231813752552054,-0.7220135711902028,-1.0654657552183853,1.7526102305606461,0.018715945676900138,0.11956064188960834,0.43028760947297184,0.12573446275031092,Male
0.6134668640871964,-0.1983189967362424,-0.3658806206919698,-0.4660673936526833,-0.9660275910305361,0.39778718407119074,0.715097732385699,-0.46362935972378577,-0.3635686401410656,0.14670206926113383,-0.21552700669451824,-0.05831220062803116,0.4579356243461739,Female
